ID;Geslacht;LeeftijdNaam;BurgerlijkeStaat;RegioS;RegioNaam;Perioden;BevolkingOp1Januari_1
25195698;Mannen;57 jaar;Gescheiden;GM0553;Lisse;2020;26
25195699;Mannen;57 jaar;Gescheiden;GM0553;Lisse;2021;44
25199268;Mannen;57 jaar;Gescheiden;GM0575;Noordwijk;2020;60
25199269;Mannen;57 jaar;Gescheiden;GM0575;Noordwijk;2021;51
25199302;Mannen;57 jaar;Gescheiden;GM0576;Noordwijkerhout;2020;0
25199303;Mannen;57 jaar;Gescheiden;GM0576;Noordwijkerhout;2021;0
25199642;Mannen;57 jaar;Gescheiden;GM0579;Oegstgeest;2020;24
25199643;Mannen;57 jaar;Gescheiden;GM0579;Oegstgeest;2021;22
25205082;Mannen;57 jaar;Gescheiden;GM1525;Teylingen;2020;33
25205083;Mannen;57 jaar;Gescheiden;GM1525;Teylingen;2021;38
25207428;Mannen;57 jaar;Gescheiden;GM0629;Wassenaar;2020;25
25207429;Mannen;57 jaar;Gescheiden;GM0629;Wassenaar;2021;31
25209366;Mannen;57 jaar;Gescheiden;GM0473;Zandvoort;2020;29
25209367;Mannen;57 jaar;Gescheiden;GM0473;Zandvoort;2021;33
25209910;Mannen;57 jaar;Gescheiden;GM0638;Zoeterwoude;2020;6
25209911;Mannen;57 jaar;Gescheiden;GM0638;Zoeterwoude;2021;10
25243094;Mannen;58 jaar;Ongehuwd;GM0484;Alphen aan den Rijn;2020;115
25243095;Mannen;58 jaar;Ongehuwd;GM0484;Alphen aan den Rijn;2021;144
25245712;Mannen;58 jaar;Ongehuwd;GM0377;Bloemendaal;2020;34
25245713;Mannen;58 jaar;Ongehuwd;GM0377;Bloemendaal;2021;44
25251254;Mannen;58 jaar;Ongehuwd;GM0392;Haarlem;2020;249
25251255;Mannen;58 jaar;Ongehuwd;GM0392;Haarlem;2021;279
25251288;Mannen;58 jaar;Ongehuwd;GM0393;Haarlemmerliede en Spaarnwoude;2020;0
25251289;Mannen;58 jaar;Ongehuwd;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
25251322;Mannen;58 jaar;Ongehuwd;GM0394;Haarlemmermeer;2020;187
25251323;Mannen;58 jaar;Ongehuwd;GM0394;Haarlemmermeer;2021;178
25252036;Mannen;58 jaar;Ongehuwd;GM0397;Heemstede;2020;35
25252037;Mannen;58 jaar;Ongehuwd;GM0397;Heemstede;2021;44
25253022;Mannen;58 jaar;Ongehuwd;GM0534;Hillegom;2020;33
25253023;Mannen;58 jaar;Ongehuwd;GM0534;Hillegom;2021;28
25254144;Mannen;58 jaar;Ongehuwd;GM1884;Kaag en Braassem;2020;38
25254145;Mannen;58 jaar;Ongehuwd;GM1884;Kaag en Braassem;2021;38
25254314;Mannen;58 jaar;Ongehuwd;GM0537;Katwijk;2020;43
25254315;Mannen;58 jaar;Ongehuwd;GM0537;Katwijk;2021;62
25255368;Mannen;58 jaar;Ongehuwd;GM0546;Leiden;2020;193
25255369;Mannen;58 jaar;Ongehuwd;GM0546;Leiden;2021;191
25255402;Mannen;58 jaar;Ongehuwd;GM0547;Leiderdorp;2020;33
25255403;Mannen;58 jaar;Ongehuwd;GM0547;Leiderdorp;2021;35
25255470;Mannen;58 jaar;Ongehuwd;GM1916;Leidschendam-Voorburg;2020;111
25255471;Mannen;58 jaar;Ongehuwd;GM1916;Leidschendam-Voorburg;2021;118
25256082;Mannen;58 jaar;Ongehuwd;GM0553;Lisse;2020;29
25256083;Mannen;58 jaar;Ongehuwd;GM0553;Lisse;2021;22
25259652;Mannen;58 jaar;Ongehuwd;GM0575;Noordwijk;2020;65
25259653;Mannen;58 jaar;Ongehuwd;GM0575;Noordwijk;2021;69
25259686;Mannen;58 jaar;Ongehuwd;GM0576;Noordwijkerhout;2020;0
25259687;Mannen;58 jaar;Ongehuwd;GM0576;Noordwijkerhout;2021;0
25260026;Mannen;58 jaar;Ongehuwd;GM0579;Oegstgeest;2020;26
25260027;Mannen;58 jaar;Ongehuwd;GM0579;Oegstgeest;2021;24
25265466;Mannen;58 jaar;Ongehuwd;GM1525;Teylingen;2020;43
25265467;Mannen;58 jaar;Ongehuwd;GM1525;Teylingen;2021;45
25267812;Mannen;58 jaar;Ongehuwd;GM0629;Wassenaar;2020;35
25267813;Mannen;58 jaar;Ongehuwd;GM0629;Wassenaar;2021;25
25269750;Mannen;58 jaar;Ongehuwd;GM0473;Zandvoort;2020;30
25269751;Mannen;58 jaar;Ongehuwd;GM0473;Zandvoort;2021;32
25270294;Mannen;58 jaar;Ongehuwd;GM0638;Zoeterwoude;2020;16
25270295;Mannen;58 jaar;Ongehuwd;GM0638;Zoeterwoude;2021;18
25273286;Mannen;58 jaar;Gehuwd;GM0484;Alphen aan den Rijn;2020;539
25273287;Mannen;58 jaar;Gehuwd;GM0484;Alphen aan den Rijn;2021;536
25275904;Mannen;58 jaar;Gehuwd;GM0377;Bloemendaal;2020;122
25275905;Mannen;58 jaar;Gehuwd;GM0377;Bloemendaal;2021;117
25281446;Mannen;58 jaar;Gehuwd;GM0392;Haarlem;2020;575
25281447;Mannen;58 jaar;Gehuwd;GM0392;Haarlem;2021;543
25281480;Mannen;58 jaar;Gehuwd;GM0393;Haarlemmerliede en Spaarnwoude;2020;0
25281481;Mannen;58 jaar;Gehuwd;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
25281514;Mannen;58 jaar;Gehuwd;GM0394;Haarlemmermeer;2020;789
25281515;Mannen;58 jaar;Gehuwd;GM0394;Haarlemmermeer;2021;796
25282228;Mannen;58 jaar;Gehuwd;GM0397;Heemstede;2020;123
25282229;Mannen;58 jaar;Gehuwd;GM0397;Heemstede;2021;135
25283214;Mannen;58 jaar;Gehuwd;GM0534;Hillegom;2020;101
25283215;Mannen;58 jaar;Gehuwd;GM0534;Hillegom;2021;112
25284336;Mannen;58 jaar;Gehuwd;GM1884;Kaag en Braassem;2020;170
25284337;Mannen;58 jaar;Gehuwd;GM1884;Kaag en Braassem;2021;144
25284506;Mannen;58 jaar;Gehuwd;GM0537;Katwijk;2020;327
25284507;Mannen;58 jaar;Gehuwd;GM0537;Katwijk;2021;332
25285560;Mannen;58 jaar;Gehuwd;GM0546;Leiden;2020;479
25285561;Mannen;58 jaar;Gehuwd;GM0546;Leiden;2021;375
25285594;Mannen;58 jaar;Gehuwd;GM0547;Leiderdorp;2020;130
25285595;Mannen;58 jaar;Gehuwd;GM0547;Leiderdorp;2021;128
25285662;Mannen;58 jaar;Gehuwd;GM1916;Leidschendam-Voorburg;2020;298
25285663;Mannen;58 jaar;Gehuwd;GM1916;Leidschendam-Voorburg;2021;280
25286274;Mannen;58 jaar;Gehuwd;GM0553;Lisse;2020;101
25286275;Mannen;58 jaar;Gehuwd;GM0553;Lisse;2021;109
25289844;Mannen;58 jaar;Gehuwd;GM0575;Noordwijk;2020;195
25289845;Mannen;58 jaar;Gehuwd;GM0575;Noordwijk;2021;232
25289878;Mannen;58 jaar;Gehuwd;GM0576;Noordwijkerhout;2020;0
25289879;Mannen;58 jaar;Gehuwd;GM0576;Noordwijkerhout;2021;0
25290218;Mannen;58 jaar;Gehuwd;GM0579;Oegstgeest;2020;129
25290219;Mannen;58 jaar;Gehuwd;GM0579;Oegstgeest;2021;115
25295658;Mannen;58 jaar;Gehuwd;GM1525;Teylingen;2020;206
25295659;Mannen;58 jaar;Gehuwd;GM1525;Teylingen;2021;211
25298004;Mannen;58 jaar;Gehuwd;GM0629;Wassenaar;2020;111
25298005;Mannen;58 jaar;Gehuwd;GM0629;Wassenaar;2021;128
25299942;Mannen;58 jaar;Gehuwd;GM0473;Zandvoort;2020;72
25299943;Mannen;58 jaar;Gehuwd;GM0473;Zandvoort;2021;86
25300486;Mannen;58 jaar;Gehuwd;GM0638;Zoeterwoude;2020;46
25300487;Mannen;58 jaar;Gehuwd;GM0638;Zoeterwoude;2021;40
25303478;Mannen;58 jaar;Verweduwd;GM0484;Alphen aan den Rijn;2020;13
25303479;Mannen;58 jaar;Verweduwd;GM0484;Alphen aan den Rijn;2021;19
25306096;Mannen;58 jaar;Verweduwd;GM0377;Bloemendaal;2020;4
25306097;Mannen;58 jaar;Verweduwd;GM0377;Bloemendaal;2021;2
25311638;Mannen;58 jaar;Verweduwd;GM0392;Haarlem;2020;19
25311639;Mannen;58 jaar;Verweduwd;GM0392;Haarlem;2021;17
25311672;Mannen;58 jaar;Verweduwd;GM0393;Haarlemmerliede en Spaarnwoude;2020;0
25311673;Mannen;58 jaar;Verweduwd;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
25311706;Mannen;58 jaar;Verweduwd;GM0394;Haarlemmermeer;2020;12
25311707;Mannen;58 jaar;Verweduwd;GM0394;Haarlemmermeer;2021;11
25312420;Mannen;58 jaar;Verweduwd;GM0397;Heemstede;2020;4
25312421;Mannen;58 jaar;Verweduwd;GM0397;Heemstede;2021;1
25313406;Mannen;58 jaar;Verweduwd;GM0534;Hillegom;2020;5
25313407;Mannen;58 jaar;Verweduwd;GM0534;Hillegom;2021;2
25314528;Mannen;58 jaar;Verweduwd;GM1884;Kaag en Braassem;2020;5
25314529;Mannen;58 jaar;Verweduwd;GM1884;Kaag en Braassem;2021;2
25314698;Mannen;58 jaar;Verweduwd;GM0537;Katwijk;2020;8
25314699;Mannen;58 jaar;Verweduwd;GM0537;Katwijk;2021;8
25315752;Mannen;58 jaar;Verweduwd;GM0546;Leiden;2020;11
25315753;Mannen;58 jaar;Verweduwd;GM0546;Leiden;2021;13
25315786;Mannen;58 jaar;Verweduwd;GM0547;Leiderdorp;2020;3
25315787;Mannen;58 jaar;Verweduwd;GM0547;Leiderdorp;2021;6
25315854;Mannen;58 jaar;Verweduwd;GM1916;Leidschendam-Voorburg;2020;9
25315855;Mannen;58 jaar;Verweduwd;GM1916;Leidschendam-Voorburg;2021;4
25316466;Mannen;58 jaar;Verweduwd;GM0553;Lisse;2020;2
25316467;Mannen;58 jaar;Verweduwd;GM0553;Lisse;2021;1
25320036;Mannen;58 jaar;Verweduwd;GM0575;Noordwijk;2020;0
25320037;Mannen;58 jaar;Verweduwd;GM0575;Noordwijk;2021;2
25320070;Mannen;58 jaar;Verweduwd;GM0576;Noordwijkerhout;2020;0
25320071;Mannen;58 jaar;Verweduwd;GM0576;Noordwijkerhout;2021;0
25320410;Mannen;58 jaar;Verweduwd;GM0579;Oegstgeest;2020;0
25320411;Mannen;58 jaar;Verweduwd;GM0579;Oegstgeest;2021;1
25325850;Mannen;58 jaar;Verweduwd;GM1525;Teylingen;2020;5
25325851;Mannen;58 jaar;Verweduwd;GM1525;Teylingen;2021;3
25328196;Mannen;58 jaar;Verweduwd;GM0629;Wassenaar;2020;2
25328197;Mannen;58 jaar;Verweduwd;GM0629;Wassenaar;2021;0
25330134;Mannen;58 jaar;Verweduwd;GM0473;Zandvoort;2020;2
25330135;Mannen;58 jaar;Verweduwd;GM0473;Zandvoort;2021;3
25330678;Mannen;58 jaar;Verweduwd;GM0638;Zoeterwoude;2020;1
25330679;Mannen;58 jaar;Verweduwd;GM0638;Zoeterwoude;2021;2
25333670;Mannen;58 jaar;Gescheiden;GM0484;Alphen aan den Rijn;2020;122
25333671;Mannen;58 jaar;Gescheiden;GM0484;Alphen aan den Rijn;2021;125
25336288;Mannen;58 jaar;Gescheiden;GM0377;Bloemendaal;2020;21
25336289;Mannen;58 jaar;Gescheiden;GM0377;Bloemendaal;2021;21
25341830;Mannen;58 jaar;Gescheiden;GM0392;Haarlem;2020;156
25341831;Mannen;58 jaar;Gescheiden;GM0392;Haarlem;2021;173
25341864;Mannen;58 jaar;Gescheiden;GM0393;Haarlemmerliede en Spaarnwoude;2020;0
25341865;Mannen;58 jaar;Gescheiden;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
25341898;Mannen;58 jaar;Gescheiden;GM0394;Haarlemmermeer;2020;163
25341899;Mannen;58 jaar;Gescheiden;GM0394;Haarlemmermeer;2021;218
25342612;Mannen;58 jaar;Gescheiden;GM0397;Heemstede;2020;35
25342613;Mannen;58 jaar;Gescheiden;GM0397;Heemstede;2021;22
25343598;Mannen;58 jaar;Gescheiden;GM0534;Hillegom;2020;23
25343599;Mannen;58 jaar;Gescheiden;GM0534;Hillegom;2021;26
25344720;Mannen;58 jaar;Gescheiden;GM1884;Kaag en Braassem;2020;38
25344721;Mannen;58 jaar;Gescheiden;GM1884;Kaag en Braassem;2021;45
25344890;Mannen;58 jaar;Gescheiden;GM0537;Katwijk;2020;43
25344891;Mannen;58 jaar;Gescheiden;GM0537;Katwijk;2021;61
25345944;Mannen;58 jaar;Gescheiden;GM0546;Leiden;2020;112
25345945;Mannen;58 jaar;Gescheiden;GM0546;Leiden;2021;128
25345978;Mannen;58 jaar;Gescheiden;GM0547;Leiderdorp;2020;31
25345979;Mannen;58 jaar;Gescheiden;GM0547;Leiderdorp;2021;29
25346046;Mannen;58 jaar;Gescheiden;GM1916;Leidschendam-Voorburg;2020;87
25346047;Mannen;58 jaar;Gescheiden;GM1916;Leidschendam-Voorburg;2021;81
25346658;Mannen;58 jaar;Gescheiden;GM0553;Lisse;2020;30
25346659;Mannen;58 jaar;Gescheiden;GM0553;Lisse;2021;30
25350228;Mannen;58 jaar;Gescheiden;GM0575;Noordwijk;2020;42
25350229;Mannen;58 jaar;Gescheiden;GM0575;Noordwijk;2021;59
25350262;Mannen;58 jaar;Gescheiden;GM0576;Noordwijkerhout;2020;0
25350263;Mannen;58 jaar;Gescheiden;GM0576;Noordwijkerhout;2021;0
25350602;Mannen;58 jaar;Gescheiden;GM0579;Oegstgeest;2020;22
25350603;Mannen;58 jaar;Gescheiden;GM0579;Oegstgeest;2021;22
25356042;Mannen;58 jaar;Gescheiden;GM1525;Teylingen;2020;44
25356043;Mannen;58 jaar;Gescheiden;GM1525;Teylingen;2021;34
25358388;Mannen;58 jaar;Gescheiden;GM0629;Wassenaar;2020;27
25358389;Mannen;58 jaar;Gescheiden;GM0629;Wassenaar;2021;29
25360326;Mannen;58 jaar;Gescheiden;GM0473;Zandvoort;2020;29
25360327;Mannen;58 jaar;Gescheiden;GM0473;Zandvoort;2021;32
25360870;Mannen;58 jaar;Gescheiden;GM0638;Zoeterwoude;2020;7
25360871;Mannen;58 jaar;Gescheiden;GM0638;Zoeterwoude;2021;6
25394054;Mannen;59 jaar;Ongehuwd;GM0484;Alphen aan den Rijn;2020;86
25394055;Mannen;59 jaar;Ongehuwd;GM0484;Alphen aan den Rijn;2021;109
25396672;Mannen;59 jaar;Ongehuwd;GM0377;Bloemendaal;2020;27
25396673;Mannen;59 jaar;Ongehuwd;GM0377;Bloemendaal;2021;34
25402214;Mannen;59 jaar;Ongehuwd;GM0392;Haarlem;2020;233
25402215;Mannen;59 jaar;Ongehuwd;GM0392;Haarlem;2021;243
25402248;Mannen;59 jaar;Ongehuwd;GM0393;Haarlemmerliede en Spaarnwoude;2020;0
25402249;Mannen;59 jaar;Ongehuwd;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
25402282;Mannen;59 jaar;Ongehuwd;GM0394;Haarlemmermeer;2020;134
25402283;Mannen;59 jaar;Ongehuwd;GM0394;Haarlemmermeer;2021;175
25402996;Mannen;59 jaar;Ongehuwd;GM0397;Heemstede;2020;33
25402997;Mannen;59 jaar;Ongehuwd;GM0397;Heemstede;2021;34
25403982;Mannen;59 jaar;Ongehuwd;GM0534;Hillegom;2020;25
25403983;Mannen;59 jaar;Ongehuwd;GM0534;Hillegom;2021;32
25405104;Mannen;59 jaar;Ongehuwd;GM1884;Kaag en Braassem;2020;18
25405105;Mannen;59 jaar;Ongehuwd;GM1884;Kaag en Braassem;2021;39
25405274;Mannen;59 jaar;Ongehuwd;GM0537;Katwijk;2020;49
25405275;Mannen;59 jaar;Ongehuwd;GM0537;Katwijk;2021;42
25406328;Mannen;59 jaar;Ongehuwd;GM0546;Leiden;2020;171
25406329;Mannen;59 jaar;Ongehuwd;GM0546;Leiden;2021;195
25406362;Mannen;59 jaar;Ongehuwd;GM0547;Leiderdorp;2020;15
25406363;Mannen;59 jaar;Ongehuwd;GM0547;Leiderdorp;2021;30
25406430;Mannen;59 jaar;Ongehuwd;GM1916;Leidschendam-Voorburg;2020;113
25406431;Mannen;59 jaar;Ongehuwd;GM1916;Leidschendam-Voorburg;2021;109
25407042;Mannen;59 jaar;Ongehuwd;GM0553;Lisse;2020;29
25407043;Mannen;59 jaar;Ongehuwd;GM0553;Lisse;2021;28
25410612;Mannen;59 jaar;Ongehuwd;GM0575;Noordwijk;2020;51
25410613;Mannen;59 jaar;Ongehuwd;GM0575;Noordwijk;2021;63
25410646;Mannen;59 jaar;Ongehuwd;GM0576;Noordwijkerhout;2020;0
25410647;Mannen;59 jaar;Ongehuwd;GM0576;Noordwijkerhout;2021;0
25410986;Mannen;59 jaar;Ongehuwd;GM0579;Oegstgeest;2020;39
25410987;Mannen;59 jaar;Ongehuwd;GM0579;Oegstgeest;2021;25
25416426;Mannen;59 jaar;Ongehuwd;GM1525;Teylingen;2020;36
25416427;Mannen;59 jaar;Ongehuwd;GM1525;Teylingen;2021;43
25418772;Mannen;59 jaar;Ongehuwd;GM0629;Wassenaar;2020;26
25418773;Mannen;59 jaar;Ongehuwd;GM0629;Wassenaar;2021;32
25420710;Mannen;59 jaar;Ongehuwd;GM0473;Zandvoort;2020;31
25420711;Mannen;59 jaar;Ongehuwd;GM0473;Zandvoort;2021;31
25421254;Mannen;59 jaar;Ongehuwd;GM0638;Zoeterwoude;2020;7
25421255;Mannen;59 jaar;Ongehuwd;GM0638;Zoeterwoude;2021;16
25424246;Mannen;59 jaar;Gehuwd;GM0484;Alphen aan den Rijn;2020;527
25424247;Mannen;59 jaar;Gehuwd;GM0484;Alphen aan den Rijn;2021;528
25426864;Mannen;59 jaar;Gehuwd;GM0377;Bloemendaal;2020;134
25426865;Mannen;59 jaar;Gehuwd;GM0377;Bloemendaal;2021;122
25432406;Mannen;59 jaar;Gehuwd;GM0392;Haarlem;2020;558
25432407;Mannen;59 jaar;Gehuwd;GM0392;Haarlem;2021;576
25432440;Mannen;59 jaar;Gehuwd;GM0393;Haarlemmerliede en Spaarnwoude;2020;0
25432441;Mannen;59 jaar;Gehuwd;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
25432474;Mannen;59 jaar;Gehuwd;GM0394;Haarlemmermeer;2020;790
25432475;Mannen;59 jaar;Gehuwd;GM0394;Haarlemmermeer;2021;779
25433188;Mannen;59 jaar;Gehuwd;GM0397;Heemstede;2020;123
25433189;Mannen;59 jaar;Gehuwd;GM0397;Heemstede;2021;118
25434174;Mannen;59 jaar;Gehuwd;GM0534;Hillegom;2020;114
25434175;Mannen;59 jaar;Gehuwd;GM0534;Hillegom;2021;96
25435296;Mannen;59 jaar;Gehuwd;GM1884;Kaag en Braassem;2020;143
25435297;Mannen;59 jaar;Gehuwd;GM1884;Kaag en Braassem;2021;165
25435466;Mannen;59 jaar;Gehuwd;GM0537;Katwijk;2020;293
25435467;Mannen;59 jaar;Gehuwd;GM0537;Katwijk;2021;321
25436520;Mannen;59 jaar;Gehuwd;GM0546;Leiden;2020;425
25436521;Mannen;59 jaar;Gehuwd;GM0546;Leiden;2021;471
25436554;Mannen;59 jaar;Gehuwd;GM0547;Leiderdorp;2020;135
25436555;Mannen;59 jaar;Gehuwd;GM0547;Leiderdorp;2021;132
25436622;Mannen;59 jaar;Gehuwd;GM1916;Leidschendam-Voorburg;2020;307
25436623;Mannen;59 jaar;Gehuwd;GM1916;Leidschendam-Voorburg;2021;288
25437234;Mannen;59 jaar;Gehuwd;GM0553;Lisse;2020;123
25437235;Mannen;59 jaar;Gehuwd;GM0553;Lisse;2021;102
25440804;Mannen;59 jaar;Gehuwd;GM0575;Noordwijk;2020;194
25440805;Mannen;59 jaar;Gehuwd;GM0575;Noordwijk;2021;198
25440838;Mannen;59 jaar;Gehuwd;GM0576;Noordwijkerhout;2020;0
25440839;Mannen;59 jaar;Gehuwd;GM0576;Noordwijkerhout;2021;0
25441178;Mannen;59 jaar;Gehuwd;GM0579;Oegstgeest;2020;108
25441179;Mannen;59 jaar;Gehuwd;GM0579;Oegstgeest;2021;123
25446618;Mannen;59 jaar;Gehuwd;GM1525;Teylingen;2020;204
25446619;Mannen;59 jaar;Gehuwd;GM1525;Teylingen;2021;202
25448964;Mannen;59 jaar;Gehuwd;GM0629;Wassenaar;2020;144
25448965;Mannen;59 jaar;Gehuwd;GM0629;Wassenaar;2021;109
25450902;Mannen;59 jaar;Gehuwd;GM0473;Zandvoort;2020;68
25450903;Mannen;59 jaar;Gehuwd;GM0473;Zandvoort;2021;74
25451446;Mannen;59 jaar;Gehuwd;GM0638;Zoeterwoude;2020;50
25451447;Mannen;59 jaar;Gehuwd;GM0638;Zoeterwoude;2021;47
25454438;Mannen;59 jaar;Verweduwd;GM0484;Alphen aan den Rijn;2020;25
25454439;Mannen;59 jaar;Verweduwd;GM0484;Alphen aan den Rijn;2021;17
25457056;Mannen;59 jaar;Verweduwd;GM0377;Bloemendaal;2020;2
25457057;Mannen;59 jaar;Verweduwd;GM0377;Bloemendaal;2021;4
25462598;Mannen;59 jaar;Verweduwd;GM0392;Haarlem;2020;14
25462599;Mannen;59 jaar;Verweduwd;GM0392;Haarlem;2021;19
25462632;Mannen;59 jaar;Verweduwd;GM0393;Haarlemmerliede en Spaarnwoude;2020;0
25462633;Mannen;59 jaar;Verweduwd;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
25462666;Mannen;59 jaar;Verweduwd;GM0394;Haarlemmermeer;2020;18
25462667;Mannen;59 jaar;Verweduwd;GM0394;Haarlemmermeer;2021;13
25463380;Mannen;59 jaar;Verweduwd;GM0397;Heemstede;2020;1
25463381;Mannen;59 jaar;Verweduwd;GM0397;Heemstede;2021;3
25464366;Mannen;59 jaar;Verweduwd;GM0534;Hillegom;2020;3
25464367;Mannen;59 jaar;Verweduwd;GM0534;Hillegom;2021;5
25465488;Mannen;59 jaar;Verweduwd;GM1884;Kaag en Braassem;2020;3
25465489;Mannen;59 jaar;Verweduwd;GM1884;Kaag en Braassem;2021;5
25465658;Mannen;59 jaar;Verweduwd;GM0537;Katwijk;2020;5
25465659;Mannen;59 jaar;Verweduwd;GM0537;Katwijk;2021;8
25466712;Mannen;59 jaar;Verweduwd;GM0546;Leiden;2020;13
25466713;Mannen;59 jaar;Verweduwd;GM0546;Leiden;2021;13
25466746;Mannen;59 jaar;Verweduwd;GM0547;Leiderdorp;2020;2
25466747;Mannen;59 jaar;Verweduwd;GM0547;Leiderdorp;2021;5
25466814;Mannen;59 jaar;Verweduwd;GM1916;Leidschendam-Voorburg;2020;7
25466815;Mannen;59 jaar;Verweduwd;GM1916;Leidschendam-Voorburg;2021;9
25467426;Mannen;59 jaar;Verweduwd;GM0553;Lisse;2020;4
25467427;Mannen;59 jaar;Verweduwd;GM0553;Lisse;2021;2
25470996;Mannen;59 jaar;Verweduwd;GM0575;Noordwijk;2020;5
25470997;Mannen;59 jaar;Verweduwd;GM0575;Noordwijk;2021;5
25471030;Mannen;59 jaar;Verweduwd;GM0576;Noordwijkerhout;2020;0
25471031;Mannen;59 jaar;Verweduwd;GM0576;Noordwijkerhout;2021;0
25471370;Mannen;59 jaar;Verweduwd;GM0579;Oegstgeest;2020;0
25471371;Mannen;59 jaar;Verweduwd;GM0579;Oegstgeest;2021;0
25476810;Mannen;59 jaar;Verweduwd;GM1525;Teylingen;2020;9
25476811;Mannen;59 jaar;Verweduwd;GM1525;Teylingen;2021;5
25479156;Mannen;59 jaar;Verweduwd;GM0629;Wassenaar;2020;1
25479157;Mannen;59 jaar;Verweduwd;GM0629;Wassenaar;2021;4
25481094;Mannen;59 jaar;Verweduwd;GM0473;Zandvoort;2020;6
25481095;Mannen;59 jaar;Verweduwd;GM0473;Zandvoort;2021;2
25481638;Mannen;59 jaar;Verweduwd;GM0638;Zoeterwoude;2020;2
25481639;Mannen;59 jaar;Verweduwd;GM0638;Zoeterwoude;2021;1
25484630;Mannen;59 jaar;Gescheiden;GM0484;Alphen aan den Rijn;2020;122
25484631;Mannen;59 jaar;Gescheiden;GM0484;Alphen aan den Rijn;2021;114
25487248;Mannen;59 jaar;Gescheiden;GM0377;Bloemendaal;2020;26
25487249;Mannen;59 jaar;Gescheiden;GM0377;Bloemendaal;2021;21
25492790;Mannen;59 jaar;Gescheiden;GM0392;Haarlem;2020;159
25492791;Mannen;59 jaar;Gescheiden;GM0392;Haarlem;2021;159
25492824;Mannen;59 jaar;Gescheiden;GM0393;Haarlemmerliede en Spaarnwoude;2020;0
25492825;Mannen;59 jaar;Gescheiden;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
25492858;Mannen;59 jaar;Gescheiden;GM0394;Haarlemmermeer;2020;177
25492859;Mannen;59 jaar;Gescheiden;GM0394;Haarlemmermeer;2021;160
25493572;Mannen;59 jaar;Gescheiden;GM0397;Heemstede;2020;25
25493573;Mannen;59 jaar;Gescheiden;GM0397;Heemstede;2021;35
25494558;Mannen;59 jaar;Gescheiden;GM0534;Hillegom;2020;24
25494559;Mannen;59 jaar;Gescheiden;GM0534;Hillegom;2021;23
25495680;Mannen;59 jaar;Gescheiden;GM1884;Kaag en Braassem;2020;16
25495681;Mannen;59 jaar;Gescheiden;GM1884;Kaag en Braassem;2021;36
25495850;Mannen;59 jaar;Gescheiden;GM0537;Katwijk;2020;48
25495851;Mannen;59 jaar;Gescheiden;GM0537;Katwijk;2021;43
25496904;Mannen;59 jaar;Gescheiden;GM0546;Leiden;2020;117
25496905;Mannen;59 jaar;Gescheiden;GM0546;Leiden;2021;110
25496938;Mannen;59 jaar;Gescheiden;GM0547;Leiderdorp;2020;27
25496939;Mannen;59 jaar;Gescheiden;GM0547;Leiderdorp;2021;32
25497006;Mannen;59 jaar;Gescheiden;GM1916;Leidschendam-Voorburg;2020;78
25497007;Mannen;59 jaar;Gescheiden;GM1916;Leidschendam-Voorburg;2021;84
25497618;Mannen;59 jaar;Gescheiden;GM0553;Lisse;2020;15
25497619;Mannen;59 jaar;Gescheiden;GM0553;Lisse;2021;28
25501188;Mannen;59 jaar;Gescheiden;GM0575;Noordwijk;2020;52
25501189;Mannen;59 jaar;Gescheiden;GM0575;Noordwijk;2021;44
25501222;Mannen;59 jaar;Gescheiden;GM0576;Noordwijkerhout;2020;0
25501223;Mannen;59 jaar;Gescheiden;GM0576;Noordwijkerhout;2021;0
25501562;Mannen;59 jaar;Gescheiden;GM0579;Oegstgeest;2020;26
25501563;Mannen;59 jaar;Gescheiden;GM0579;Oegstgeest;2021;23
25507002;Mannen;59 jaar;Gescheiden;GM1525;Teylingen;2020;37
25507003;Mannen;59 jaar;Gescheiden;GM1525;Teylingen;2021;42
25509348;Mannen;59 jaar;Gescheiden;GM0629;Wassenaar;2020;25
25509349;Mannen;59 jaar;Gescheiden;GM0629;Wassenaar;2021;29
25511286;Mannen;59 jaar;Gescheiden;GM0473;Zandvoort;2020;27
25511287;Mannen;59 jaar;Gescheiden;GM0473;Zandvoort;2021;28
25511830;Mannen;59 jaar;Gescheiden;GM0638;Zoeterwoude;2020;11
25511831;Mannen;59 jaar;Gescheiden;GM0638;Zoeterwoude;2021;7
25545014;Mannen;60 jaar;Ongehuwd;GM0484;Alphen aan den Rijn;2020;91
25545015;Mannen;60 jaar;Ongehuwd;GM0484;Alphen aan den Rijn;2021;88
25547632;Mannen;60 jaar;Ongehuwd;GM0377;Bloemendaal;2020;24
25547633;Mannen;60 jaar;Ongehuwd;GM0377;Bloemendaal;2021;26
25553174;Mannen;60 jaar;Ongehuwd;GM0392;Haarlem;2020;218
25553175;Mannen;60 jaar;Ongehuwd;GM0392;Haarlem;2021;225
