Geslacht;Leeftijd;LeeftijdNaam;BurgerlijkeStaat;RegioS;RegioNaam;Perioden;BevolkingOp1Januari_1
TotaalManVrouw;14600;46 jaar;Gehuwd;GM0394;Haarlemmermeer;2021;1271
TotaalManVrouw;14600;46 jaar;Gehuwd;GM0397;Heemstede;2021;213
TotaalManVrouw;14600;46 jaar;Gehuwd;GM0534;Hillegom;2021;142
TotaalManVrouw;14600;46 jaar;Gehuwd;GM1884;Kaag en Braassem;2021;186
TotaalManVrouw;14600;46 jaar;Gehuwd;GM0537;Katwijk;2021;580
TotaalManVrouw;14600;46 jaar;Gehuwd;GM0546;Leiden;2021;672
TotaalManVrouw;14600;46 jaar;Gehuwd;GM0547;Leiderdorp;2021;199
TotaalManVrouw;14600;46 jaar;Gehuwd;GM1916;Leidschendam-Voorburg;2021;528
TotaalManVrouw;14600;46 jaar;Gehuwd;GM0553;Lisse;2021;190
TotaalManVrouw;14600;46 jaar;Gehuwd;GM0575;Noordwijk;2021;276
TotaalManVrouw;14600;46 jaar;Gehuwd;GM0576;Noordwijkerhout;2021;0
TotaalManVrouw;14600;46 jaar;Gehuwd;GM0579;Oegstgeest;2021;195
TotaalManVrouw;14600;46 jaar;Gehuwd;GM1525;Teylingen;2021;289
TotaalManVrouw;14600;46 jaar;Gehuwd;GM0629;Wassenaar;2021;260
TotaalManVrouw;14600;46 jaar;Gehuwd;GM0473;Zandvoort;2021;112
TotaalManVrouw;14600;46 jaar;Gehuwd;GM0638;Zoeterwoude;2021;56
TotaalManVrouw;14600;46 jaar;Verweduwd;GM0484;Alphen aan den Rijn;2021;8
TotaalManVrouw;14600;46 jaar;Verweduwd;GM0377;Bloemendaal;2021;2
TotaalManVrouw;14600;46 jaar;Verweduwd;GM0392;Haarlem;2021;8
TotaalManVrouw;14600;46 jaar;Verweduwd;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
TotaalManVrouw;14600;46 jaar;Verweduwd;GM0394;Haarlemmermeer;2021;11
TotaalManVrouw;14600;46 jaar;Verweduwd;GM0397;Heemstede;2021;1
TotaalManVrouw;14600;46 jaar;Verweduwd;GM0534;Hillegom;2021;1
TotaalManVrouw;14600;46 jaar;Verweduwd;GM1884;Kaag en Braassem;2021;2
TotaalManVrouw;14600;46 jaar;Verweduwd;GM0537;Katwijk;2021;9
TotaalManVrouw;14600;46 jaar;Verweduwd;GM0546;Leiden;2021;8
TotaalManVrouw;14600;46 jaar;Verweduwd;GM0547;Leiderdorp;2021;0
TotaalManVrouw;14600;46 jaar;Verweduwd;GM1916;Leidschendam-Voorburg;2021;3
TotaalManVrouw;14600;46 jaar;Verweduwd;GM0553;Lisse;2021;0
TotaalManVrouw;14600;46 jaar;Verweduwd;GM0575;Noordwijk;2021;0
TotaalManVrouw;14600;46 jaar;Verweduwd;GM0576;Noordwijkerhout;2021;0
TotaalManVrouw;14600;46 jaar;Verweduwd;GM0579;Oegstgeest;2021;0
TotaalManVrouw;14600;46 jaar;Verweduwd;GM1525;Teylingen;2021;0
TotaalManVrouw;14600;46 jaar;Verweduwd;GM0629;Wassenaar;2021;1
TotaalManVrouw;14600;46 jaar;Verweduwd;GM0473;Zandvoort;2021;3
TotaalManVrouw;14600;46 jaar;Verweduwd;GM0638;Zoeterwoude;2021;0
TotaalManVrouw;14600;46 jaar;Gescheiden;GM0484;Alphen aan den Rijn;2021;198
TotaalManVrouw;14600;46 jaar;Gescheiden;GM0377;Bloemendaal;2021;31
TotaalManVrouw;14600;46 jaar;Gescheiden;GM0392;Haarlem;2021;231
TotaalManVrouw;14600;46 jaar;Gescheiden;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
TotaalManVrouw;14600;46 jaar;Gescheiden;GM0394;Haarlemmermeer;2021;277
TotaalManVrouw;14600;46 jaar;Gescheiden;GM0397;Heemstede;2021;31
TotaalManVrouw;14600;46 jaar;Gescheiden;GM0534;Hillegom;2021;48
TotaalManVrouw;14600;46 jaar;Gescheiden;GM1884;Kaag en Braassem;2021;32
TotaalManVrouw;14600;46 jaar;Gescheiden;GM0537;Katwijk;2021;82
TotaalManVrouw;14600;46 jaar;Gescheiden;GM0546;Leiden;2021;168
TotaalManVrouw;14600;46 jaar;Gescheiden;GM0547;Leiderdorp;2021;34
TotaalManVrouw;14600;46 jaar;Gescheiden;GM1916;Leidschendam-Voorburg;2021;112
TotaalManVrouw;14600;46 jaar;Gescheiden;GM0553;Lisse;2021;28
TotaalManVrouw;14600;46 jaar;Gescheiden;GM0575;Noordwijk;2021;81
TotaalManVrouw;14600;46 jaar;Gescheiden;GM0576;Noordwijkerhout;2021;0
TotaalManVrouw;14600;46 jaar;Gescheiden;GM0579;Oegstgeest;2021;38
TotaalManVrouw;14600;46 jaar;Gescheiden;GM1525;Teylingen;2021;44
TotaalManVrouw;14600;46 jaar;Gescheiden;GM0629;Wassenaar;2021;38
TotaalManVrouw;14600;46 jaar;Gescheiden;GM0473;Zandvoort;2021;28
TotaalManVrouw;14600;46 jaar;Gescheiden;GM0638;Zoeterwoude;2021;10
TotaalManVrouw;14700;47 jaar;Totaal burgelijke staat;GM0484;Alphen aan den Rijn;2021;1459
TotaalManVrouw;14700;47 jaar;Totaal burgelijke staat;GM0377;Bloemendaal;2021;300
TotaalManVrouw;14700;47 jaar;Totaal burgelijke staat;GM0392;Haarlem;2021;2165
TotaalManVrouw;14700;47 jaar;Totaal burgelijke staat;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
TotaalManVrouw;14700;47 jaar;Totaal burgelijke staat;GM0394;Haarlemmermeer;2021;2353
TotaalManVrouw;14700;47 jaar;Totaal burgelijke staat;GM0397;Heemstede;2021;351
TotaalManVrouw;14700;47 jaar;Totaal burgelijke staat;GM0534;Hillegom;2021;298
TotaalManVrouw;14700;47 jaar;Totaal burgelijke staat;GM1884;Kaag en Braassem;2021;383
TotaalManVrouw;14700;47 jaar;Totaal burgelijke staat;GM0537;Katwijk;2021;809
TotaalManVrouw;14700;47 jaar;Totaal burgelijke staat;GM0546;Leiden;2021;1424
TotaalManVrouw;14700;47 jaar;Totaal burgelijke staat;GM0547;Leiderdorp;2021;351
TotaalManVrouw;14700;47 jaar;Totaal burgelijke staat;GM1916;Leidschendam-Voorburg;2021;1012
TotaalManVrouw;14700;47 jaar;Totaal burgelijke staat;GM0553;Lisse;2021;272
TotaalManVrouw;14700;47 jaar;Totaal burgelijke staat;GM0575;Noordwijk;2021;597
TotaalManVrouw;14700;47 jaar;Totaal burgelijke staat;GM0576;Noordwijkerhout;2021;0
TotaalManVrouw;14700;47 jaar;Totaal burgelijke staat;GM0579;Oegstgeest;2021;315
TotaalManVrouw;14700;47 jaar;Totaal burgelijke staat;GM1525;Teylingen;2021;484
TotaalManVrouw;14700;47 jaar;Totaal burgelijke staat;GM0629;Wassenaar;2021;404
TotaalManVrouw;14700;47 jaar;Totaal burgelijke staat;GM0473;Zandvoort;2021;268
TotaalManVrouw;14700;47 jaar;Totaal burgelijke staat;GM0638;Zoeterwoude;2021;106
TotaalManVrouw;14700;47 jaar;Ongehuwd;GM0484;Alphen aan den Rijn;2021;405
TotaalManVrouw;14700;47 jaar;Ongehuwd;GM0377;Bloemendaal;2021;90
TotaalManVrouw;14700;47 jaar;Ongehuwd;GM0392;Haarlem;2021;860
TotaalManVrouw;14700;47 jaar;Ongehuwd;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
TotaalManVrouw;14700;47 jaar;Ongehuwd;GM0394;Haarlemmermeer;2021;635
TotaalManVrouw;14700;47 jaar;Ongehuwd;GM0397;Heemstede;2021;114
TotaalManVrouw;14700;47 jaar;Ongehuwd;GM0534;Hillegom;2021;88
TotaalManVrouw;14700;47 jaar;Ongehuwd;GM1884;Kaag en Braassem;2021;131
TotaalManVrouw;14700;47 jaar;Ongehuwd;GM0537;Katwijk;2021;139
TotaalManVrouw;14700;47 jaar;Ongehuwd;GM0546;Leiden;2021;569
TotaalManVrouw;14700;47 jaar;Ongehuwd;GM0547;Leiderdorp;2021;101
TotaalManVrouw;14700;47 jaar;Ongehuwd;GM1916;Leidschendam-Voorburg;2021;319
TotaalManVrouw;14700;47 jaar;Ongehuwd;GM0553;Lisse;2021;59
TotaalManVrouw;14700;47 jaar;Ongehuwd;GM0575;Noordwijk;2021;204
TotaalManVrouw;14700;47 jaar;Ongehuwd;GM0576;Noordwijkerhout;2021;0
TotaalManVrouw;14700;47 jaar;Ongehuwd;GM0579;Oegstgeest;2021;90
TotaalManVrouw;14700;47 jaar;Ongehuwd;GM1525;Teylingen;2021;139
TotaalManVrouw;14700;47 jaar;Ongehuwd;GM0629;Wassenaar;2021;102
TotaalManVrouw;14700;47 jaar;Ongehuwd;GM0473;Zandvoort;2021;118
TotaalManVrouw;14700;47 jaar;Ongehuwd;GM0638;Zoeterwoude;2021;23
TotaalManVrouw;14700;47 jaar;Gehuwd;GM0484;Alphen aan den Rijn;2021;849
TotaalManVrouw;14700;47 jaar;Gehuwd;GM0377;Bloemendaal;2021;181
TotaalManVrouw;14700;47 jaar;Gehuwd;GM0392;Haarlem;2021;1040
TotaalManVrouw;14700;47 jaar;Gehuwd;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
TotaalManVrouw;14700;47 jaar;Gehuwd;GM0394;Haarlemmermeer;2021;1415
TotaalManVrouw;14700;47 jaar;Gehuwd;GM0397;Heemstede;2021;199
TotaalManVrouw;14700;47 jaar;Gehuwd;GM0534;Hillegom;2021;171
TotaalManVrouw;14700;47 jaar;Gehuwd;GM1884;Kaag en Braassem;2021;216
TotaalManVrouw;14700;47 jaar;Gehuwd;GM0537;Katwijk;2021;556
TotaalManVrouw;14700;47 jaar;Gehuwd;GM0546;Leiden;2021;672
TotaalManVrouw;14700;47 jaar;Gehuwd;GM0547;Leiderdorp;2021;206
TotaalManVrouw;14700;47 jaar;Gehuwd;GM1916;Leidschendam-Voorburg;2021;547
TotaalManVrouw;14700;47 jaar;Gehuwd;GM0553;Lisse;2021;173
TotaalManVrouw;14700;47 jaar;Gehuwd;GM0575;Noordwijk;2021;303
TotaalManVrouw;14700;47 jaar;Gehuwd;GM0576;Noordwijkerhout;2021;0
TotaalManVrouw;14700;47 jaar;Gehuwd;GM0579;Oegstgeest;2021;192
TotaalManVrouw;14700;47 jaar;Gehuwd;GM1525;Teylingen;2021;288
TotaalManVrouw;14700;47 jaar;Gehuwd;GM0629;Wassenaar;2021;267
TotaalManVrouw;14700;47 jaar;Gehuwd;GM0473;Zandvoort;2021;116
TotaalManVrouw;14700;47 jaar;Gehuwd;GM0638;Zoeterwoude;2021;76
TotaalManVrouw;14700;47 jaar;Verweduwd;GM0484;Alphen aan den Rijn;2021;8
TotaalManVrouw;14700;47 jaar;Verweduwd;GM0377;Bloemendaal;2021;2
TotaalManVrouw;14700;47 jaar;Verweduwd;GM0392;Haarlem;2021;10
TotaalManVrouw;14700;47 jaar;Verweduwd;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
TotaalManVrouw;14700;47 jaar;Verweduwd;GM0394;Haarlemmermeer;2021;18
TotaalManVrouw;14700;47 jaar;Verweduwd;GM0397;Heemstede;2021;3
TotaalManVrouw;14700;47 jaar;Verweduwd;GM0534;Hillegom;2021;0
TotaalManVrouw;14700;47 jaar;Verweduwd;GM1884;Kaag en Braassem;2021;0
TotaalManVrouw;14700;47 jaar;Verweduwd;GM0537;Katwijk;2021;5
TotaalManVrouw;14700;47 jaar;Verweduwd;GM0546;Leiden;2021;12
TotaalManVrouw;14700;47 jaar;Verweduwd;GM0547;Leiderdorp;2021;4
TotaalManVrouw;14700;47 jaar;Verweduwd;GM1916;Leidschendam-Voorburg;2021;9
TotaalManVrouw;14700;47 jaar;Verweduwd;GM0553;Lisse;2021;3
TotaalManVrouw;14700;47 jaar;Verweduwd;GM0575;Noordwijk;2021;3
TotaalManVrouw;14700;47 jaar;Verweduwd;GM0576;Noordwijkerhout;2021;0
TotaalManVrouw;14700;47 jaar;Verweduwd;GM0579;Oegstgeest;2021;2
TotaalManVrouw;14700;47 jaar;Verweduwd;GM1525;Teylingen;2021;4
TotaalManVrouw;14700;47 jaar;Verweduwd;GM0629;Wassenaar;2021;0
TotaalManVrouw;14700;47 jaar;Verweduwd;GM0473;Zandvoort;2021;1
TotaalManVrouw;14700;47 jaar;Verweduwd;GM0638;Zoeterwoude;2021;0
TotaalManVrouw;14700;47 jaar;Gescheiden;GM0484;Alphen aan den Rijn;2021;197
TotaalManVrouw;14700;47 jaar;Gescheiden;GM0377;Bloemendaal;2021;27
TotaalManVrouw;14700;47 jaar;Gescheiden;GM0392;Haarlem;2021;255
TotaalManVrouw;14700;47 jaar;Gescheiden;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
TotaalManVrouw;14700;47 jaar;Gescheiden;GM0394;Haarlemmermeer;2021;285
TotaalManVrouw;14700;47 jaar;Gescheiden;GM0397;Heemstede;2021;35
TotaalManVrouw;14700;47 jaar;Gescheiden;GM0534;Hillegom;2021;39
TotaalManVrouw;14700;47 jaar;Gescheiden;GM1884;Kaag en Braassem;2021;36
TotaalManVrouw;14700;47 jaar;Gescheiden;GM0537;Katwijk;2021;109
TotaalManVrouw;14700;47 jaar;Gescheiden;GM0546;Leiden;2021;171
TotaalManVrouw;14700;47 jaar;Gescheiden;GM0547;Leiderdorp;2021;40
TotaalManVrouw;14700;47 jaar;Gescheiden;GM1916;Leidschendam-Voorburg;2021;137
TotaalManVrouw;14700;47 jaar;Gescheiden;GM0553;Lisse;2021;37
TotaalManVrouw;14700;47 jaar;Gescheiden;GM0575;Noordwijk;2021;87
TotaalManVrouw;14700;47 jaar;Gescheiden;GM0576;Noordwijkerhout;2021;0
TotaalManVrouw;14700;47 jaar;Gescheiden;GM0579;Oegstgeest;2021;31
TotaalManVrouw;14700;47 jaar;Gescheiden;GM1525;Teylingen;2021;53
TotaalManVrouw;14700;47 jaar;Gescheiden;GM0629;Wassenaar;2021;35
TotaalManVrouw;14700;47 jaar;Gescheiden;GM0473;Zandvoort;2021;33
TotaalManVrouw;14700;47 jaar;Gescheiden;GM0638;Zoeterwoude;2021;7
TotaalManVrouw;14800;48 jaar;Totaal burgelijke staat;GM0484;Alphen aan den Rijn;2021;1524
TotaalManVrouw;14800;48 jaar;Totaal burgelijke staat;GM0377;Bloemendaal;2021;367
TotaalManVrouw;14800;48 jaar;Totaal burgelijke staat;GM0392;Haarlem;2021;2380
TotaalManVrouw;14800;48 jaar;Totaal burgelijke staat;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
TotaalManVrouw;14800;48 jaar;Totaal burgelijke staat;GM0394;Haarlemmermeer;2021;2545
TotaalManVrouw;14800;48 jaar;Totaal burgelijke staat;GM0397;Heemstede;2021;370
TotaalManVrouw;14800;48 jaar;Totaal burgelijke staat;GM0534;Hillegom;2021;304
TotaalManVrouw;14800;48 jaar;Totaal burgelijke staat;GM1884;Kaag en Braassem;2021;360
TotaalManVrouw;14800;48 jaar;Totaal burgelijke staat;GM0537;Katwijk;2021;829
TotaalManVrouw;14800;48 jaar;Totaal burgelijke staat;GM0546;Leiden;2021;1513
TotaalManVrouw;14800;48 jaar;Totaal burgelijke staat;GM0547;Leiderdorp;2021;382
TotaalManVrouw;14800;48 jaar;Totaal burgelijke staat;GM1916;Leidschendam-Voorburg;2021;1008
TotaalManVrouw;14800;48 jaar;Totaal burgelijke staat;GM0553;Lisse;2021;307
TotaalManVrouw;14800;48 jaar;Totaal burgelijke staat;GM0575;Noordwijk;2021;634
TotaalManVrouw;14800;48 jaar;Totaal burgelijke staat;GM0576;Noordwijkerhout;2021;0
TotaalManVrouw;14800;48 jaar;Totaal burgelijke staat;GM0579;Oegstgeest;2021;359
TotaalManVrouw;14800;48 jaar;Totaal burgelijke staat;GM1525;Teylingen;2021;510
TotaalManVrouw;14800;48 jaar;Totaal burgelijke staat;GM0629;Wassenaar;2021;416
TotaalManVrouw;14800;48 jaar;Totaal burgelijke staat;GM0473;Zandvoort;2021;247
TotaalManVrouw;14800;48 jaar;Totaal burgelijke staat;GM0638;Zoeterwoude;2021;123
TotaalManVrouw;14800;48 jaar;Ongehuwd;GM0484;Alphen aan den Rijn;2021;415
TotaalManVrouw;14800;48 jaar;Ongehuwd;GM0377;Bloemendaal;2021;99
TotaalManVrouw;14800;48 jaar;Ongehuwd;GM0392;Haarlem;2021;926
TotaalManVrouw;14800;48 jaar;Ongehuwd;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
TotaalManVrouw;14800;48 jaar;Ongehuwd;GM0394;Haarlemmermeer;2021;692
TotaalManVrouw;14800;48 jaar;Ongehuwd;GM0397;Heemstede;2021;119
TotaalManVrouw;14800;48 jaar;Ongehuwd;GM0534;Hillegom;2021;89
TotaalManVrouw;14800;48 jaar;Ongehuwd;GM1884;Kaag en Braassem;2021;101
TotaalManVrouw;14800;48 jaar;Ongehuwd;GM0537;Katwijk;2021;149
TotaalManVrouw;14800;48 jaar;Ongehuwd;GM0546;Leiden;2021;582
TotaalManVrouw;14800;48 jaar;Ongehuwd;GM0547;Leiderdorp;2021;115
TotaalManVrouw;14800;48 jaar;Ongehuwd;GM1916;Leidschendam-Voorburg;2021;338
TotaalManVrouw;14800;48 jaar;Ongehuwd;GM0553;Lisse;2021;83
TotaalManVrouw;14800;48 jaar;Ongehuwd;GM0575;Noordwijk;2021;196
TotaalManVrouw;14800;48 jaar;Ongehuwd;GM0576;Noordwijkerhout;2021;0
TotaalManVrouw;14800;48 jaar;Ongehuwd;GM0579;Oegstgeest;2021;92
TotaalManVrouw;14800;48 jaar;Ongehuwd;GM1525;Teylingen;2021;119
TotaalManVrouw;14800;48 jaar;Ongehuwd;GM0629;Wassenaar;2021;96
TotaalManVrouw;14800;48 jaar;Ongehuwd;GM0473;Zandvoort;2021;89
TotaalManVrouw;14800;48 jaar;Ongehuwd;GM0638;Zoeterwoude;2021;33
TotaalManVrouw;14800;48 jaar;Gehuwd;GM0484;Alphen aan den Rijn;2021;889
TotaalManVrouw;14800;48 jaar;Gehuwd;GM0377;Bloemendaal;2021;239
TotaalManVrouw;14800;48 jaar;Gehuwd;GM0392;Haarlem;2021;1142
TotaalManVrouw;14800;48 jaar;Gehuwd;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
TotaalManVrouw;14800;48 jaar;Gehuwd;GM0394;Haarlemmermeer;2021;1506
TotaalManVrouw;14800;48 jaar;Gehuwd;GM0397;Heemstede;2021;212
TotaalManVrouw;14800;48 jaar;Gehuwd;GM0534;Hillegom;2021;173
TotaalManVrouw;14800;48 jaar;Gehuwd;GM1884;Kaag en Braassem;2021;198
TotaalManVrouw;14800;48 jaar;Gehuwd;GM0537;Katwijk;2021;586
TotaalManVrouw;14800;48 jaar;Gehuwd;GM0546;Leiden;2021;731
TotaalManVrouw;14800;48 jaar;Gehuwd;GM0547;Leiderdorp;2021;223
TotaalManVrouw;14800;48 jaar;Gehuwd;GM1916;Leidschendam-Voorburg;2021;497
TotaalManVrouw;14800;48 jaar;Gehuwd;GM0553;Lisse;2021;183
TotaalManVrouw;14800;48 jaar;Gehuwd;GM0575;Noordwijk;2021;331
TotaalManVrouw;14800;48 jaar;Gehuwd;GM0576;Noordwijkerhout;2021;0
TotaalManVrouw;14800;48 jaar;Gehuwd;GM0579;Oegstgeest;2021;227
TotaalManVrouw;14800;48 jaar;Gehuwd;GM1525;Teylingen;2021;311
TotaalManVrouw;14800;48 jaar;Gehuwd;GM0629;Wassenaar;2021;276
TotaalManVrouw;14800;48 jaar;Gehuwd;GM0473;Zandvoort;2021;115
TotaalManVrouw;14800;48 jaar;Gehuwd;GM0638;Zoeterwoude;2021;76
TotaalManVrouw;14800;48 jaar;Verweduwd;GM0484;Alphen aan den Rijn;2021;9
TotaalManVrouw;14800;48 jaar;Verweduwd;GM0377;Bloemendaal;2021;1
TotaalManVrouw;14800;48 jaar;Verweduwd;GM0392;Haarlem;2021;11
TotaalManVrouw;14800;48 jaar;Verweduwd;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
TotaalManVrouw;14800;48 jaar;Verweduwd;GM0394;Haarlemmermeer;2021;14
TotaalManVrouw;14800;48 jaar;Verweduwd;GM0397;Heemstede;2021;2
TotaalManVrouw;14800;48 jaar;Verweduwd;GM0534;Hillegom;2021;3
TotaalManVrouw;14800;48 jaar;Verweduwd;GM1884;Kaag en Braassem;2021;2
TotaalManVrouw;14800;48 jaar;Verweduwd;GM0537;Katwijk;2021;7
TotaalManVrouw;14800;48 jaar;Verweduwd;GM0546;Leiden;2021;11
TotaalManVrouw;14800;48 jaar;Verweduwd;GM0547;Leiderdorp;2021;1
TotaalManVrouw;14800;48 jaar;Verweduwd;GM1916;Leidschendam-Voorburg;2021;7
TotaalManVrouw;14800;48 jaar;Verweduwd;GM0553;Lisse;2021;0
TotaalManVrouw;14800;48 jaar;Verweduwd;GM0575;Noordwijk;2021;4
TotaalManVrouw;14800;48 jaar;Verweduwd;GM0576;Noordwijkerhout;2021;0
TotaalManVrouw;14800;48 jaar;Verweduwd;GM0579;Oegstgeest;2021;0
TotaalManVrouw;14800;48 jaar;Verweduwd;GM1525;Teylingen;2021;5
TotaalManVrouw;14800;48 jaar;Verweduwd;GM0629;Wassenaar;2021;3
TotaalManVrouw;14800;48 jaar;Verweduwd;GM0473;Zandvoort;2021;4
TotaalManVrouw;14800;48 jaar;Verweduwd;GM0638;Zoeterwoude;2021;1
TotaalManVrouw;14800;48 jaar;Gescheiden;GM0484;Alphen aan den Rijn;2021;211
TotaalManVrouw;14800;48 jaar;Gescheiden;GM0377;Bloemendaal;2021;28
TotaalManVrouw;14800;48 jaar;Gescheiden;GM0392;Haarlem;2021;301
TotaalManVrouw;14800;48 jaar;Gescheiden;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
TotaalManVrouw;14800;48 jaar;Gescheiden;GM0394;Haarlemmermeer;2021;333
TotaalManVrouw;14800;48 jaar;Gescheiden;GM0397;Heemstede;2021;37
TotaalManVrouw;14800;48 jaar;Gescheiden;GM0534;Hillegom;2021;39
TotaalManVrouw;14800;48 jaar;Gescheiden;GM1884;Kaag en Braassem;2021;59
TotaalManVrouw;14800;48 jaar;Gescheiden;GM0537;Katwijk;2021;87
TotaalManVrouw;14800;48 jaar;Gescheiden;GM0546;Leiden;2021;189
TotaalManVrouw;14800;48 jaar;Gescheiden;GM0547;Leiderdorp;2021;43
TotaalManVrouw;14800;48 jaar;Gescheiden;GM1916;Leidschendam-Voorburg;2021;166
TotaalManVrouw;14800;48 jaar;Gescheiden;GM0553;Lisse;2021;41
TotaalManVrouw;14800;48 jaar;Gescheiden;GM0575;Noordwijk;2021;103
TotaalManVrouw;14800;48 jaar;Gescheiden;GM0576;Noordwijkerhout;2021;0
TotaalManVrouw;14800;48 jaar;Gescheiden;GM0579;Oegstgeest;2021;40
TotaalManVrouw;14800;48 jaar;Gescheiden;GM1525;Teylingen;2021;75
TotaalManVrouw;14800;48 jaar;Gescheiden;GM0629;Wassenaar;2021;41
TotaalManVrouw;14800;48 jaar;Gescheiden;GM0473;Zandvoort;2021;39
TotaalManVrouw;14800;48 jaar;Gescheiden;GM0638;Zoeterwoude;2021;13
TotaalManVrouw;14900;49 jaar;Totaal burgelijke staat;GM0484;Alphen aan den Rijn;2021;1684
TotaalManVrouw;14900;49 jaar;Totaal burgelijke staat;GM0377;Bloemendaal;2021;361
TotaalManVrouw;14900;49 jaar;Totaal burgelijke staat;GM0392;Haarlem;2021;2389
TotaalManVrouw;14900;49 jaar;Totaal burgelijke staat;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
TotaalManVrouw;14900;49 jaar;Totaal burgelijke staat;GM0394;Haarlemmermeer;2021;2592
TotaalManVrouw;14900;49 jaar;Totaal burgelijke staat;GM0397;Heemstede;2021;384
TotaalManVrouw;14900;49 jaar;Totaal burgelijke staat;GM0534;Hillegom;2021;324
TotaalManVrouw;14900;49 jaar;Totaal burgelijke staat;GM1884;Kaag en Braassem;2021;398
TotaalManVrouw;14900;49 jaar;Totaal burgelijke staat;GM0537;Katwijk;2021;906
TotaalManVrouw;14900;49 jaar;Totaal burgelijke staat;GM0546;Leiden;2021;1534
TotaalManVrouw;14900;49 jaar;Totaal burgelijke staat;GM0547;Leiderdorp;2021;412
TotaalManVrouw;14900;49 jaar;Totaal burgelijke staat;GM1916;Leidschendam-Voorburg;2021;1087
TotaalManVrouw;14900;49 jaar;Totaal burgelijke staat;GM0553;Lisse;2021;375
TotaalManVrouw;14900;49 jaar;Totaal burgelijke staat;GM0575;Noordwijk;2021;624
TotaalManVrouw;14900;49 jaar;Totaal burgelijke staat;GM0576;Noordwijkerhout;2021;0
TotaalManVrouw;14900;49 jaar;Totaal burgelijke staat;GM0579;Oegstgeest;2021;408
TotaalManVrouw;14900;49 jaar;Totaal burgelijke staat;GM1525;Teylingen;2021;581
TotaalManVrouw;14900;49 jaar;Totaal burgelijke staat;GM0629;Wassenaar;2021;422
TotaalManVrouw;14900;49 jaar;Totaal burgelijke staat;GM0473;Zandvoort;2021;282
TotaalManVrouw;14900;49 jaar;Totaal burgelijke staat;GM0638;Zoeterwoude;2021;147
TotaalManVrouw;14900;49 jaar;Ongehuwd;GM0484;Alphen aan den Rijn;2021;439
TotaalManVrouw;14900;49 jaar;Ongehuwd;GM0377;Bloemendaal;2021;113
TotaalManVrouw;14900;49 jaar;Ongehuwd;GM0392;Haarlem;2021;910
TotaalManVrouw;14900;49 jaar;Ongehuwd;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
TotaalManVrouw;14900;49 jaar;Ongehuwd;GM0394;Haarlemmermeer;2021;708
TotaalManVrouw;14900;49 jaar;Ongehuwd;GM0397;Heemstede;2021;116
TotaalManVrouw;14900;49 jaar;Ongehuwd;GM0534;Hillegom;2021;77
TotaalManVrouw;14900;49 jaar;Ongehuwd;GM1884;Kaag en Braassem;2021;112
TotaalManVrouw;14900;49 jaar;Ongehuwd;GM0537;Katwijk;2021;170
TotaalManVrouw;14900;49 jaar;Ongehuwd;GM0546;Leiden;2021;582
TotaalManVrouw;14900;49 jaar;Ongehuwd;GM0547;Leiderdorp;2021;120
TotaalManVrouw;14900;49 jaar;Ongehuwd;GM1916;Leidschendam-Voorburg;2021;351
TotaalManVrouw;14900;49 jaar;Ongehuwd;GM0553;Lisse;2021;93
TotaalManVrouw;14900;49 jaar;Ongehuwd;GM0575;Noordwijk;2021;190
TotaalManVrouw;14900;49 jaar;Ongehuwd;GM0576;Noordwijkerhout;2021;0
TotaalManVrouw;14900;49 jaar;Ongehuwd;GM0579;Oegstgeest;2021;113
TotaalManVrouw;14900;49 jaar;Ongehuwd;GM1525;Teylingen;2021;123
TotaalManVrouw;14900;49 jaar;Ongehuwd;GM0629;Wassenaar;2021;91
TotaalManVrouw;14900;49 jaar;Ongehuwd;GM0473;Zandvoort;2021;102
TotaalManVrouw;14900;49 jaar;Ongehuwd;GM0638;Zoeterwoude;2021;35
TotaalManVrouw;14900;49 jaar;Gehuwd;GM0484;Alphen aan den Rijn;2021;990
TotaalManVrouw;14900;49 jaar;Gehuwd;GM0377;Bloemendaal;2021;221
TotaalManVrouw;14900;49 jaar;Gehuwd;GM0392;Haarlem;2021;1113
TotaalManVrouw;14900;49 jaar;Gehuwd;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
TotaalManVrouw;14900;49 jaar;Gehuwd;GM0394;Haarlemmermeer;2021;1515
TotaalManVrouw;14900;49 jaar;Gehuwd;GM0397;Heemstede;2021;211
TotaalManVrouw;14900;49 jaar;Gehuwd;GM0534;Hillegom;2021;185
TotaalManVrouw;14900;49 jaar;Gehuwd;GM1884;Kaag en Braassem;2021;231
TotaalManVrouw;14900;49 jaar;Gehuwd;GM0537;Katwijk;2021;627
